title,overview,release_date,vote_average,vote_count,genres,original_language
Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010-07-15,8.37,36819,"Action, Science Fiction, Adventure",en
A.R.O.G,Commander Logar fools Arif and sends him 1.000.000 years back in the time. He must civilize people from past to reach today.,2008-12-05,6.967,243,"Science Fiction, Fantasy, Comedy",tr
,"Ömer, a young man returning from military service, is set up by his friends and fiancé and ends up in prison for ten years. He fakes his own death and manages to escape. He re-creates himself as ‘Ezel’, a high-end gambler who is outwardly a successful man, but inwardly driven by one thing - his determination to understand why the people he loved betrayed him, and take his revenge.",,8.3,80,"Crime, Drama, Unknown",tr
Love Story,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail.",1970-12-16,6.8,689,"Romance, Drama",en
Wedding Association 2: Circumcision,Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.,2015-12-04,5.957,93,Comedy,tr
Alone,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",2020-09-10,6.3,735,"Thriller, Horror",en
Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",1992-09-02,8.1,14353,"Crime, Thriller",en
,"Historian Bettany Hughes retraces the lives of three great thinkers whose ideas shaped the modern world - Karl Marx, Frederick Nietzsche and Sigmund Freud.",,7.3,9,Documentary,en
White Girl,"Beth, a thirteen-year-old white girl, is seemingly lost. She wanders around east London, seeking out help from strangers. But over the course of an evening, her interactions with the city's dwellers take darker turns. Terror appears to lie around every corner.",2019-10-06,4.7,6,Horror,en
Amar,"Five stories blend with love, sex, the emptiness of being unloved, passion and desire: Carlos and Susana go to some uncle´s apartment to make love. Meanwhile, Benito, an 80-year-old, performs a serenade to his wife. His neighbor Adela is told that her mother has Alzheimer and that she will be relocated since the Buenos Aires building she lives in will be demolished. Amado catches his son Carlos stealing his money. Gabriel asks Martha´s parents for her hand in marriage but they condition them to get married at their favorite church. And Patricia, 40, a creative agent, sexually abuses Joel, who directs a beer commercial.",2009-02-27,4.3,10,"Comedy, Drama, Romance",es
Shaft,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.",2019-06-14,6.532,1715,"Action, Crime",en
The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",2012-11-13,6.461,8902,"Adventure, Fantasy, Drama, Romance",en
The Perfect Date,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",2019-04-12,6.454,3243,"Romance, Comedy",en
Alex Strangelove,"Alex Truelove is on a quest to lose his virginity, an event eagerly awaited by his patient girlfriend and cheered on with welcome advice by his rowdy friends. But Alex, a super gregarious dude, is oddly unmotivated. A magical house party throws Alex into the presence of Elliot, a hunky college guy, who pegs Alex as gay and flirts hard. Alex is taken aback but after a series of setbacks on the girlfriend front he takes the plunge and learns some interesting new facts about himself.",2018-04-16,6.573,1533,"Comedy, Drama",en
,"After a brutal virus wipes out most of the population, two young siblings embark on a perilous search for safety. A Scandinavian thriller series.",,7.301,1196,"Unknown, Drama",da
John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",2017-02-08,7.333,13123,"Action, Thriller, Crime",en
The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",2015-12-25,7.5,18140,"Western, Drama, Adventure",en
A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",1971-12-19,8.192,12914,"Science Fiction, Crime",en
,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",,8.535,10085,"Drama, Crime",en
The Other Boleyn Girl,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII.",2008-02-28,6.7,2052,"Drama, Romance, History",en
Secret Window,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",2004-03-12,6.572,3619,"Mystery, Thriller",en
,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,,7.5,34,Documentary,en
,A new caretaker moves with his family into the mysterious Overlook Hotel for the winter.,,6.31,310,"Unknown, Drama",en
"Extremely Wicked, Shockingly Evil and Vile","A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.",2019-05-02,7.0,3344,"Drama, Crime",en
One Flew Over the Cuckoo's Nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",1975-11-19,8.414,10513,Drama,en
Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",2017-02-08,6.482,7627,"Drama, Romance",en
,"In Paris of the near future, a dating app matches singles with their soul mates by mining their brain data. But decoding true love comes at a price.",,5.662,65,"Unknown, Drama",fr
,This documentary series tackles one of history's most horrifying subjects: the Holocaust and the infamous Auschwitz-Birkenau concentration camp.,,7.5,179,"Documentary, Crime, Unknown",en
Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",2014-10-01,7.892,18691,"Mystery, Thriller, Drama",en
Isn't It Romantic,"For a long time, Natalie, an Australian architect living in New York City, had always believed that what she had seen in rom-coms is all fantasy. But after thwarting a mugger at a subway station only to be knocked out while fleeing, Natalie wakes up and discovers that her life has suddenly become her worst nightmare—a romantic comedy—and she is the leading lady.",2019-02-13,6.213,3466,"Comedy, Fantasy, Romance",en
,"When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her.",,6.9,334,Crime,de
Pirates of the Caribbean: Dead Man's Chest,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,2006-07-06,7.365,16026,"Adventure, Fantasy, Action",en
Bugsy,"New York gangster Ben 'Bugsy' Siegel takes a brief business trip to Los Angeles. A sharp-dressing womanizer with a foul temper, Siegel doesn't hesitate to kill or maim anyone crossing him. In L.A. the life, the movies, and most of all strong-willed Virginia Hill detain him while his family wait back home. Then a trip to a run-down gambling joint at a spot in the desert known as Las Vegas gives him his big idea.",1991-12-10,6.362,388,"Crime, Drama, Mystery",en
The Angel,"True story of Ashraf Marwan, who was President Nasser's son-in-law and special adviser and confidant to his successor Anwar Sadat - while simultaneously Israeli Intelligence's most precious asset of the 20th century. Based on NYT bestselling book 'The Angel: The Egyptian Spy Who Saved Israel' by Uri Bar-Joseph.",2018-05-15,6.6,302,"Action, Drama, History, Thriller, War",en
The Resistance Banker,"In the occupied Netherlands during World War II, banker Walraven van Hall is asked to use his financial contacts to help the Dutch resistance. With his brother Gijs, he comes up with a risky plan to take out huge loans and use the money to finance the Resistance.",2018-03-08,6.698,243,"War, Drama",nl
The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",2023-05-18,6.335,2959,"Adventure, Family, Fantasy, Romance",en
The Tree of Blood,"Marc and Rebeca, a young couple, travel to an old country house that used to belong to their family. Once there, they write the shared history of their roots, creating a huge family tree that harbours relationships of love, heartbreak, sex, madness, jealousy and infidelity, and under which also lies a history laden with secrets.",2018-10-31,6.442,146,Drama,es
,Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.,,6.794,109,"Drama, Crime",en
Velvet Buzzsaw,"Big money artists and mega-collectors pay a high price when art collides with commerce. After a series of paintings by an unknown artist are discovered, a supernatural force enacts revenge on those who have allowed their greed to get in the way of art.",2019-02-01,5.364,1887,"Thriller, Mystery, Horror",en
Suburra,"A gangster known as ""Samurai"" wants to turn the waterfront of Rome into a new Las Vegas. All the local mob bosses have agreed to work for this common goal. But peace is not to last long.",2015-10-14,7.3,1257,"Crime, Drama, Thriller",it
,"From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs.",,6.387,53,"Comedy, Unknown",en
The Five-Year Engagement,"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle.",2012-04-27,5.842,1320,"Comedy, Romance",en
,"A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival.",,7.1,136,"Unknown, Drama",es
,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop -- and staring down the barrel of her own mortality.,,7.383,830,"Comedy, Drama",en
Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",1985-07-03,8.318,20080,"Adventure, Comedy, Science Fiction",en
,"Hundreds of years from now, the last surviving humans discover the means of sending consciousness back through time, directly into people in the 21st century. These ""travelers"" assume the lives of seemingly random people, while secretly working as teams to perform missions in order to save humanity from a terrible future.",,7.6,741,"Drama, Unknown",en
Scent of a Woman,"Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family.",1992-12-23,7.791,3418,"Drama, Comedy",en
,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,,8.246,7321,"Comedy, Drama",en
Polar,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",2019-01-25,6.3,2208,"Action, Crime, Drama",en
La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",2016-11-29,7.9,16950,"Comedy, Drama, Romance, Music",en
,"Surviving power struggles, betrayals and plots, Hitler's inner circle of Nazi leaders seizes control of Germany and designs its disastrous future.",,6.966,58,"Documentary, Unknown",en
,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",,8.0,3219,Drama,en
Bird Box,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",2018-12-13,6.833,9946,"Horror, Thriller, Drama",en
Rocco,"Rocco Siffredi is to pornography what Mike Tyson is to boxing or Mick Jagger is to rock’n’roll: a living legend. His mother wanted him to be a priest; with her blessing he became a hardcore performer, devoting his life to one God only: Desire. Rocco Siffredi reveals all, even if it sometimes means busting his own myth: his true story, beginnings, career, wife and children… and the ultimate revelation that will change his life forever.",2016-11-30,5.576,170,Documentary,fr
,"Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens.",,6.578,102,"Drama, Crime, Unknown",en
,"A mysterious criminal steals a secret state-of-the-art time machine, intent on destroying America as we know it by changing the past. Our only hope is an unexpected team: a scientist, a soldier and a history professor, who must use the machine's prototype to travel back in time to critical events. While they must make every effort not to affect the past themselves, they must also stay one step ahead of this dangerous fugitive. But can this handpicked team uncover the mystery behind it all and end his destruction before it's too late?",,7.222,709,"Drama, Unknown, Unknown",en
,A troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.,,7.8,906,"Crime, Drama, Unknown",en
,"Gloria Sheppard is an intuitive LAPD homicide detective who juggles her demanding personal and professional lives while raising two sons with the help of her troubled younger brother, Davey.",,8.0,11,"Drama, Crime",en
Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",2004-04-30,7.2,8819,"Drama, Comedy",en
,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",,7.898,851,Drama,it
Narcos,Three drug traffickers become worried when the realize they may have outlived their usefulness to their boss.,1992-05-21,7.7,14,Drama,it
,"The provocative story of Cole, a time traveler from a decimated future in a high-stakes race against the clock. Utilizing a dangerous and untested method of time travel, he journeys from 2043 to the present day on a mission to locate and eradicate the source of a deadly plague that will all but annihilate the human race.",,7.4,1069,"Unknown, Drama",en
,Team of chefs vie to impress some of the world's toughest palates as they whip up iconic dishes from different nations in this fast-paced competition.,,6.548,31,Unknown,en
,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.",,8.1,2325,"Mystery, Drama",en
,Meet culinary stars around the world who are redefining gourmet food with innovative dishes and tantalizing desserts.,,7.8,108,Documentary,en
,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,,8.5,5513,"Crime, Drama, Mystery",en
Nick and Norah's Infinite Playlist,"Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris' friend Norah suddenly shows interest in him at a club. Thus begins an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline, with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.",2008-10-03,6.448,1183,"Comedy, Music, Drama, Romance",en
Ghost,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",1990-07-13,7.22,5561,"Fantasy, Drama, Thriller, Mystery, Romance",en
Ghost in the Shell,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",1995-11-18,7.93,3422,"Action, Animation, Science Fiction",ja
,Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,,8.162,4542,"Crime, Drama, Unknown",en
,"A man, who is an autistic savant, aspires to become a paediatrician. He overcomes societal discrimination and uses his exceptional abilities to achieve his dreams.",,8.1,61,Drama,ko
,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",,8.0,9177,"Crime, Mystery, Drama",es
,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,,7.682,1063,"Comedy, Animation",en
Life As We Know It,"After a disastrous first date for caterer Holly and network sports director Messer, all they have in common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",2010-10-02,6.9,3112,"Comedy, Romance, Drama",en
Pride & Prejudice,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",2005-09-16,8.1,8070,"Drama, Romance",en
,"Two strangers are drawn to a mysterious pharmaceutical trial that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems, permanently. Things do not go as planned.",,7.369,839,"Comedy, Drama, Unknown",en
Sierra Burgess Is a Loser,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,2018-09-07,6.3,3411,"Comedy, Drama, Romance",en
,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",,7.785,1634,"Drama, Comedy",en
Ferris Bueller's Day Off,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",1986-06-11,7.6,4909,Comedy,en
6 Years,"A young couple bound by a seemingly ideal love, begins to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.",2015-03-14,5.429,712,"Romance, Drama",en
To All the Boys I've Loved Before,Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,2018-08-16,7.609,8392,"Comedy, Romance",en
SPF-18,"18-year-old Penny Cooper spent years pining for Johnny Sanders Jr., but when a mysterious musician shows up on the beach, Penny is torn.",2017-09-29,4.4,1048,"Romance, Drama",en
The DUFF,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",2015-02-20,6.8,4358,"Romance, Comedy",en
,"Deep down in the Pacific Ocean in the subterranean city of Bikini Bottom lives a square yellow sponge named SpongeBob SquarePants. SpongeBob lives in a pineapple with his pet snail, Gary, loves his job as a fry cook at the Krusty Krab, and has a knack for getting into all kinds of trouble without really trying. When he's not getting on the nerves of his cranky next door neighbor Squidward, SpongeBob can usually be found smack in the middle of all sorts of strange situations with his best buddy, the simple yet lovable starfish, Patrick, or his thrill-seeking surfer-girl squirrel pal, Sandy Cheeks.",,7.7,2973,"Animation, Comedy, Family",en
Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",2004-03-19,8.1,15066,"Science Fiction, Drama, Romance",en
Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",2016-10-25,7.421,22213,"Action, Adventure, Fantasy",en
Aśoka,"A young Prince Asoka works to perfect his skills in battle and also deals with family conflict. During a struggle with one of his step-brothers, his mother urges Asoka to escape to stay alive. While away, Asoka meets Kaurwaki and falls in love, but must use his skills as a warrior to protect her. A dangerous and heartbreaking web of conspiracy follows, which leads Asoka to embrace a Buddhist path.",2001-09-13,6.5,149,"Action, Adventure, Drama, History, Romance, War",hi
,"The Legend of Tarzan picks up where the 1999 feature film left off, with the title character adjusting to his new role as leader of the apes following Kerchak's death, and Jane adjusting to life in the jungle. Rounding out the cast are Jane's father, Professor Archimedes Porter; Tantor, the germophobic elephant; and Terk, a wisecracking female gorilla and Tarzan's old wrestling buddy.",,6.8,85,"Unknown, Animation, Unknown",en
Honey 2,"After a brush with the law, Maria has returned to her gritty Bronx roots to rebuild her life with nothing but a talent for street dance and a burning ambition to prove herself.",2011-06-23,6.3,393,"Music, Comedy, Drama",en
Brain on Fire,"Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.",2017-02-22,7.0,1367,Drama,en
Miracles from Heaven,"When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.",2016-03-17,7.4,1187,"Family, Drama",en
SEVEN,"What caused Building 7 to collapse on 9/11? Dr. Leroy Hulsey from the University of Alaska Fairbanks may have the answer, following an exhausting four year engineering study.",2020-12-08,8.8,2,Documentary,en
Remember Me,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",2010-03-11,7.117,3530,"Drama, Romance",en
Snow White and the Huntsman,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",2012-05-30,5.982,7867,"Adventure, Fantasy, Drama",en
The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",2010-06-23,6.208,8766,"Adventure, Fantasy, Drama, Romance",en
Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",1997-11-18,7.907,25524,"Drama, Romance",en
Husband Factor: Resurrection,A girl tries to manage the demands of her traditional family's wishes and her own as she embarks on a journey to marry the love of her life.,2016-01-01,5.7,32,Comedy,tr
Fig Jam 2,,2014-10-17,6.0,26,"Romance, Drama",tr
,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",,7.307,101,Unknown,en
The Kissing Booth,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",2018-05-11,7.2,7209,"Romance, Comedy",en
,"One gunshot, one death, one moment out of time that irrevocably links eight minds in disparate parts of the world, putting them in each other's lives, each other's secrets, and in terrible danger. Ordinary people suddenly reborn as ""Sensates.""",,7.8,1622,"Unknown, Drama",en
The Best of Me,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,2014-10-15,7.5,2571,"Drama, Romance",en
Ibiza,"A mature podiatrist, his girlfriend and her teenage children travel Ibiza to live a crazy holidays.",2019-07-03,5.199,327,Comedy,fr
Bir Baba Hindu,"Fadil, one of the fiercest mobsters of Turkey, one day falls in love with his Indian yoga instructor, Gundhi. Once Gundhi is kidnapped from Fadil's mansion Fadil sets out to India with his trustworthy friend Hulusi. He plans to rescue Gundhi and win her heart but this is a tough job as Gundhi's mother is one of the fiercest mobsters of India. With the help of a Turkish municipality worker in Mumbai, Fadil and Hulusi get entangled in numerous adventures as they try to reach Gundhi. Laughter ensues once Fadil's parents arrive in town. Will Fadil be able to save Gundhi and have his happy ending?",2016-06-21,2.9,17,Comedy,tr
,"Comedy drama following a mismatched pair of police officers who disagree on everything with their partner, from policing to their personal life.",,6.886,35,"Comedy, Drama, Crime",en
,"The Mosley family keeps the secrets and dark history of a town located on the outskirts of New Orleans that is also a landing patch for the world's darkest manifestations of fear, guided into the world by a mysterious malefactor named The Dredge.",,5.895,43,"Unknown, Drama, Mystery",en
,A young Healer armed with an unpredictable magic guides a runaway Elf in her perilous quest to save the peoples of the Four Lands from an age-old Demon scourge.,,6.956,945,"Unknown, Unknown",en
He's Just Not That Into You,"If you've ever sat by the phone wondering why he said he would call, but didn't, or if you can't figure out why she doesn't want to sleep with you anymore, or why your relationship just isn't going to the next level... they're just not that into you.  Gigi just wants a man who says he'll call—and does—while Alex advises her to stop sitting by the phone. Beth wonders if she should call it off after years of committed singlehood with her boyfriend, Neil, but he doesn't think there's a single thing wrong with their unmarried life. Janine's not sure if she can trust her husband, Ben, who can't quite trust himself around Anna. Anna can't decide between the sexy married guy, or her straightforward, no-sparks standby, Conor, who can't get over the fact that he can't have her. And Mary, who's found an entire network of loving, supportive men, just needs to find one who's straight.",2009-02-06,6.582,3720,"Comedy, Romance, Drama",en
,"The ups and downs of school, family and growing up test the affection between a budding artist and her handsome but indifferent classmate and neighbor.",,7.8,63,Comedy,zh
Rumor Has It...,"Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her – and that maybe the Huttinger family isn't even hers – as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.",2005-12-22,5.7,1155,"Comedy, Romance",en
V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",2006-02-23,7.898,14526,"Action, Thriller, Science Fiction",en
,"The chaotic and violent struggle to control wealth and power in the North American fur trade in late 18th century Canada. Told from multiple perspectives, Frontier takes place in a world where business negotiations might be resolved with close-quarter hatchet fights, and where delicate relations between native tribes and Europeans can spark bloody conflicts.",,6.79,281,"Unknown, Drama",en
,"The pirate adventures of Captain Flint and his men twenty years prior to Robert Louis Stevenson’s classic “Treasure Island.” Flint, the most brilliant and most feared pirate captain of his day, takes on a fast-talking young addition to his crew who goes by the name John Silver. Threatened with extinction on all sides, they fight for the survival of New Providence Island, the most notorious criminal haven of its day – a debauched paradise teeming with pirates, prostitutes, thieves and fortune seekers, a place defined by both its enlightened ideals and its stunning brutality.",,7.6,1298,"Drama, Unknown",en
Breakfast at Tiffany's,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",1961-10-06,7.7,4169,"Comedy, Romance, Drama",en
,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",,8.261,1746,"Unknown, Drama, Unknown",en
,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.",,7.2,454,"Drama, Unknown",pt
,"An epic adventure that follows the early years of the famous explorer as he travels the exotic Silk Road to the great Kublai Khan’s court. But Marco soon finds that navigating the Khan’s world of greed, betrayal, sexual intrigue and rivalry will be his greatest challenge yet, even as he becomes a trusted companion to the Khan in his violent quest to become the Emperor of the World.",,7.331,501,"Unknown, Drama",en
The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",2004-06-25,7.9,11590,"Romance, Drama",en
,Wyatt Earp's great granddaughter Wynonna battles demons and other creatures with her unique abilities and a posse of dysfunctional allies - the only thing that can bring the paranormal to justice.,,7.9,762,"Unknown, Unknown, Western",en
,A thriller set two hundred years in the future following the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history.,,8.067,2417,"Drama, Mystery, Unknown",en
,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",,7.5,1646,"Unknown, Unknown, Drama",en
